person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
lgomez,GB39NEKM42771492034561,rupay,343451787304618,2025-06-02 22:35:43,ShopClues,Health,39645.59,INR,Bank Transfer,Crossborough,Purchase,September,Pending
austintorres,GB19QGWF53270199627936,VISA,4251956112889374,2025-04-10 20:09:35,Marks & Spencer India,Dining,99887.41,INR,RTGS,Fuentesbury,Deposit,January,Pending
sharonavery,GB12MHNN76578794388864,American Express,4062593689827,2025-03-15 20:02:45,Fabindia,Dining,27415.32,INR,Debit Card,Port Tiffanyberg,Purchase,March,Approved
hollytrevino,GB84MZRQ94430908681299,Maestro,6011473966879481,2025-06-06 20:19:45,Future Group,Electronics,617.79,INR,RTGS,Lewistown,Purchase,May,Reversed
allenlauren,GB35EUFX97687356029223,American Express,4842176244759967,2025-09-15 17:25:13,IKEA India,Travel,70285.24,INR,NEFT,Barrystad,Deposit,November,Declined
howardbrandon,GB28QINM85372236306854,Mastercard,36509353287442,2025-05-26 11:46:43,Pantaloons,Travel,10709.27,INR,Debit Card,West Shannon,Refund,September,Approved
abaker,GB94OMAF49255263155512,saphiro,4790157624154989,2025-04-08 00:06:52,Pantaloons,Travel,4167.45,INR,Credit Card,North Clinton,Refund,December,Declined
llawrence,GB78AKUB32703029754061,Mastercard,3565457643455903,2025-03-19 00:52:19,Big Bazaar,Travel,69666.75,INR,Credit Card,North Edward,Purchase,December,Reversed
omartinez,GB65XCLF11633932677239,VISA,3523473940285498,2025-09-03 06:15:13,Big Bazaar,Clothing,98908.24,INR,UPI,East Jessica,Deposit,December,Reversed
patriciasullivan,GB12YQQJ94644983495172,VISA,583988703059,2025-06-08 02:28:35,Big Bazaar,Travel,93359.58,INR,Credit Card,Theodoreport,Deposit,October,Declined
chadnorris,GB64QYJV47939931191101,VISA,38657631239517,2025-04-19 20:41:16,Myntra,Clothing,8791.64,INR,UPI,Port Richard,Refund,March,Pending
tomsolis,GB07SDPR13116400506496,Maestro,3598337976799054,2025-09-22 23:47:29,Infiniti Retail Ltd,Grocery,23091.78,INR,UPI,North Brianmouth,Deposit,October,Declined
jenniferwilliams,GB60APLQ01046008900378,Diners Club,342454694526340,2025-07-24 11:45:13,Reliance Fresh,Clothing,92030.98,INR,NEFT,Phillipland,Refund,July,Declined
tammybeasley,GB06OSHZ44175351512137,VISA,4283987137302,2025-01-05 05:54:29,Infiniti Retail Ltd,Clothing,98535.57,INR,Debit Card,Katrinashire,Deposit,May,Pending
blake42,GB20YRDR22663875185262,Maestro,5289936359168115,2025-01-01 13:48:20,DMart,Travel,2619.92,INR,NEFT,Nguyenhaven,Purchase,August,Reversed
ryan12,GB76ZSEO58605176154443,amex,2364057024880425,2025-10-09 19:48:23,Amazon India,Dining,79490.37,INR,RTGS,Douglasbury,Withdrawal,October,Declined
andrewpowell,GB83KAZX85272322020324,amex,4945222993125,2025-04-23 11:02:59,Westside,Electronics,60535.40,INR,NEFT,Lake Lee,Purchase,May,Reversed
allendakota,GB06YGEL92787975970569,Maestro,4967562792663055497,2025-02-19 09:40:48,Amazon India,Electronics,48476.80,INR,Mobile Payment,West Michael,Refund,July,Approved
jacksonmatthew,GB76PYLQ04857912931713,saphiro,2272043363229615,2025-03-10 01:53:56,Spar Hypermarket,Electronics,98000.48,INR,Bank Transfer,Hunterville,Purchase,December,Pending
roweapril,GB78UYWN29866418297036,VISA,4041987343068897,2025-01-14 01:14:27,Titan Company,Electronics,27598.00,INR,Credit Card,Fernandeztown,Deposit,June,Reversed
heidi74,GB57WRPQ25474285351854,rupay,4603961101258631886,2025-06-30 01:11:20,Urban Ladder,Travel,65537.49,INR,NEFT,Lake Alexandriamouth,Withdrawal,September,Pending
marksalfred,GB42DHKJ54703216030519,amex,4035891289780291,2025-09-12 22:39:59,Future Group,Travel,35004.09,INR,Debit Card,Joneshaven,Withdrawal,March,Approved
nicholasschmidt,GB46TYNR06814704297980,saphiro,3584601799397214,2025-12-25 01:31:54,Big Bazaar,Travel,14217.36,INR,Bank Transfer,Graveshaven,Deposit,July,Approved
bferguson,GB73UKTK72918845019430,VISA,36947213470230,2025-08-18 05:24:20,Shoppers Stop,Grocery,53042.78,INR,Bank Transfer,New Albert,Deposit,July,Declined
landerson,GB90OMQT75437093920259,rupay,4992125522114,2025-08-07 13:21:20,Fabindia,Health,38687.21,INR,Mobile Payment,North Tommyfort,Deposit,May,Reversed
michele77,GB93EOXH50719596392797,Diners Club,30539305440894,2025-10-17 01:07:17,ShopClues,Clothing,93592.41,INR,Mobile Payment,East Jaredview,Withdrawal,March,Reversed
sarahduffy,GB77AZAL92569398695868,VISA,4756260231206066127,2025-10-22 19:37:22,Avenue Supermarts,Dining,39167.43,INR,Mobile Payment,Colleenstad,Purchase,February,Approved
riveramargaret,GB67KLOT73218369025671,VISA,566669993628,2025-01-14 06:28:38,Reliance Fresh,Clothing,79905.86,INR,NEFT,Port Kevin,Withdrawal,February,Declined
osbornealexander,GB15JIXE19498956701751,VISA,30505491230217,2025-06-24 15:41:13,DMart,Grocery,70878.12,INR,Bank Transfer,Elliottport,Refund,January,Pending
qarmstrong,GB85LKOO02210963843150,VISA,4599498127288988,2025-05-12 21:28:36,Reliance Retail,Grocery,13235.44,INR,Credit Card,North Tracey,Withdrawal,November,Declined
tammy80,GB58QVPH13749377918602,saphiro,36947213470230,2025-03-08 02:30:29,Spencer’s Retail,Electronics,79185.54,INR,Credit Card,Floydstad,Withdrawal,October,Approved
cynthiamcintyre,GB87LAHR77258703095331,VISA,4453473877846058,2025-06-22 10:12:40,Nilgiris,Health,40747.35,INR,Debit Card,Thomasberg,Refund,March,Pending
ritasmith,GB35YOAH09757164811301,chhupay,30029938228254,2025-03-31 01:04:31,Fabindia,Electronics,46304.38,INR,Credit Card,Kellyborough,Refund,March,Declined
janetflores,GB21CTSZ36083760534333,Diners Club,3563791695117827,2025-04-21 12:59:55,Spar Hypermarket,Dining,10969.21,INR,NEFT,Kruegerbury,Deposit,June,Pending
virginiaspence,GB57QMSG03868785934408,VISA,377530536923981,2025-02-02 08:38:41,Reliance Digital,Clothing,87242.98,INR,Mobile Payment,Lake Jennifer,Refund,April,Pending
nicholasschmidt,GB44LAJM42078194219709,saphiro,501872107385,2025-07-04 19:06:03,BigBasket,Clothing,36481.11,INR,RTGS,Tylertown,Withdrawal,November,Reversed
zmurray,GB52VQBU61495667286584,saphiro,4073863130679067201,2025-01-09 09:16:21,Nilgiris,Dining,2029.32,INR,Credit Card,Tristanland,Purchase,April,Declined
nathanmichael,GB78OPYQ85188858144180,VISA,180040014507683,2025-07-17 16:57:09,Titan Company,Grocery,32450.92,INR,Mobile Payment,West Kyleton,Refund,June,Approved
martha62,GB56YKJI33081278128549,Maestro,4293588933853840,2025-02-20 20:32:57,Zivame,Electronics,83460.67,INR,RTGS,South Christophertown,Refund,September,Reversed
davidgraham,GB88FCLD18259349501682,amex,502010729544,2025-02-05 02:37:57,DMart,Dining,7662.84,INR,Debit Card,South Kevinborough,Purchase,December,Approved
shelleyduarte,GB36HLLG64556750472661,VISA,4992466794231,2025-08-29 02:36:53,Big Bazaar,Dining,34343.24,INR,Bank Transfer,Lake Elijahshire,Purchase,April,Reversed
joshuaallison,GB13ADUR14830380164573,chhupay,372005148591760,2025-10-25 18:08:00,Westside,Grocery,45428.74,INR,NEFT,West Tiffanyton,Deposit,November,Pending
melanie07,GB65UWOL36994208300473,VISA,4103612954919866,2025-11-25 14:08:56,Pepperfry,Dining,91964.22,INR,Debit Card,Snyderport,Purchase,September,Approved
hlong,GB07KKZV53613020330923,VISA,4351734119571066,2025-02-22 09:16:50,Westside,Clothing,84506.49,INR,NEFT,East Tristanborough,Withdrawal,May,Pending
colemanlori,GB06RBEN57864689224486,Discover,213128275113019,2025-02-14 02:50:48,Snapdeal,Clothing,14568.77,INR,Debit Card,East Whitney,Withdrawal,March,Pending
brownamanda,GB22ZISP21347463803889,VISA,30253283120045,2025-09-03 02:42:10,Titan Company,Clothing,36778.48,INR,Debit Card,Bennettshire,Withdrawal,January,Approved
dnelson,GB73CRSX65391021303383,American Express,4769195563071183,2025-02-14 18:16:03,Reliance Digital,Grocery,79703.12,INR,Mobile Payment,Melanieville,Deposit,April,Reversed
milessteven,GB87NXJD22760596917109,Discover,3529769830104481,2025-08-29 10:22:41,Shoppers Stop,Dining,50925.78,INR,Debit Card,East Annette,Withdrawal,June,Declined
breyes,GB26AUJS79965243640337,chhupay,676282044319,2025-11-23 19:50:09,FirstCry,Travel,81774.01,INR,UPI,North Kathleentown,Deposit,December,Pending
xevans,GB08MZKD24718830919970,Diners Club,3596217454808449,2025-09-09 11:34:03,Nilgiris,Electronics,83113.65,INR,Bank Transfer,Micheleborough,Purchase,November,Declined
martin18,GB89UCBR24044637935987,VISA,6011345004220524,2025-05-25 23:30:54,V-Mart Retail Ltd,Grocery,6961.65,INR,NEFT,East Sue,Purchase,October,Pending
xprice,GB75ESXP28799369422361,chhupay,501880146912,2025-11-06 11:06:47,CaratLane,Travel,34572.70,INR,Debit Card,East Robert,Refund,October,Pending
kyleshaffer,GB11XMEB57671548572902,Diners Club,4611262928803955,2025-01-30 09:26:49,FirstCry,Clothing,14185.72,INR,Bank Transfer,Fisherbury,Refund,November,Declined
amber55,GB27EVOQ58743415837882,Discover,347022711472924,2025-12-22 09:45:06,Spencer’s Retail,Health,98712.47,INR,Credit Card,Phillipland,Purchase,August,Reversed
dbradford,GB47BTLN67360030074755,saphiro,4205231707176406,2025-11-16 04:11:58,FirstCry,Electronics,63089.27,INR,Debit Card,Lopezbury,Deposit,December,Approved
jmiller,GB12XRTY84282789749192,Diners Club,4384471012959,2025-06-14 02:34:39,Central,Grocery,83904.69,INR,Mobile Payment,Lake Andrew,Withdrawal,November,Pending
summerschristine,GB17LVLE71274276144763,rupay,38417749803278,2025-05-12 16:39:53,Decathlon India,Clothing,38946.71,INR,Mobile Payment,Melissaport,Refund,May,Reversed
qcain,GB03LOCM36551702959638,rupay,3593776246083598,2025-03-04 23:49:44,Godrej Consumer Products,Travel,61144.36,INR,RTGS,Davisport,Refund,March,Pending
alindsey,GB35KEBT57019378901015,Diners Club,36571606671376,2025-06-13 08:27:36,Shoppers Stop,Travel,63633.24,INR,Debit Card,New Tammie,Refund,April,Approved
hjones,GB92MFQK08884175349269,VISA,38657631239517,2025-06-10 05:46:10,Decathlon India,Travel,14075.44,INR,RTGS,Bradyview,Refund,February,Reversed
dcohen,GB24UPKY98340483891224,amex,377714558098464,2025-03-29 05:15:23,BigBasket,Electronics,86147.48,INR,Credit Card,Brownmouth,Purchase,December,Declined
kathleen46,GB06VGBG43720199870819,rupay,374920110177810,2025-05-04 08:10:06,HyperCity,Dining,40878.33,INR,UPI,Benjaminstad,Deposit,October,Declined
ryanmurray,GB05UIOY30973874813307,VISA,6578170430934638,2025-04-17 01:37:53,Spencer’s Retail,Dining,39778.95,INR,NEFT,Douglasborough,Refund,July,Approved
millerdavid,GB15PDVU35605264141234,Diners Club,4333116133168983,2025-12-22 09:07:44,Tata CLiQ,Health,28701.47,INR,RTGS,Mitchellfurt,Deposit,September,Reversed
hamiltonbrandon,GB45GLUW68144302197437,VISA,6011919109269402,2025-05-31 20:20:47,Tata CLiQ,Dining,69268.50,INR,Mobile Payment,South Michaelbury,Purchase,May,Declined
sarah08,GB14NDJD24759850630524,VISA,3584019735218263,2025-10-15 14:19:17,BlueStone,Travel,92911.81,INR,NEFT,Tracyfurt,Refund,November,Approved
jeffreyarmstrong,GB59IJWI58497606176476,amex,213161898500502,2025-12-30 07:50:05,ShopClues,Travel,43170.92,INR,Debit Card,East Ashley,Refund,October,Declined
ericmiranda,GB03HDZY98702734276763,rupay,180022361203223,2025-05-12 21:26:26,Snapdeal,Health,51980.70,INR,Credit Card,Browninghaven,Withdrawal,April,Declined
mariawalters,GB05INLW11571242578380,Diners Club,571172718686,2025-03-30 17:56:50,Brand Factory,Grocery,81953.25,INR,Credit Card,West Pamelamouth,Refund,August,Pending
rebeccacox,GB92ODZX49539040471183,Mastercard,6011417062475686,2025-07-15 12:06:29,Reliance Fresh,Clothing,19204.14,INR,RTGS,Port Coryville,Deposit,February,Reversed
ijohnson,GB06SLBG70015517092137,VISA,341539113233527,2025-07-05 19:59:15,Flipkart,Health,59681.92,INR,Bank Transfer,Gonzalezton,Deposit,June,Declined
angela28,GB19EYCL62456126097783,amex,4637694430765787,2025-10-05 23:41:35,Metro Cash & Carry India,Clothing,18280.74,INR,Mobile Payment,Pricechester,Deposit,October,Declined
michelle51,GB57MZDP72415693134214,VISA,4573282117255128,2025-12-15 23:32:25,Future Group,Health,11309.50,INR,NEFT,Lake Sydneystad,Purchase,September,Reversed
danabates,GB70IFEU31500240557426,Maestro,6011125725118557,2025-08-15 14:30:38,Urban Ladder,Dining,79789.04,INR,NEFT,East Crystal,Deposit,June,Pending
breanna26,GB54JAVJ73335176073973,amex,3537613077697023,2025-01-11 06:55:12,BigBasket,Dining,40258.67,INR,Bank Transfer,Bryanport,Deposit,May,Pending
hernandezlisa,GB39FQND45768585220183,VISA,4971060452560,2025-12-12 04:32:38,FirstCry,Grocery,12605.82,INR,NEFT,Meaganport,Deposit,May,Approved
hollytrevino,GB60OJPX35101481951412,rupay,375926053508977,2025-03-14 18:35:14,Bewakoof,Clothing,74624.50,INR,NEFT,Denisetown,Withdrawal,October,Reversed
cgarcia,GB94LJUG78341312621010,chhupay,30288291161144,2025-01-11 02:53:06,Trends,Electronics,17059.26,INR,Debit Card,Lucasburgh,Deposit,March,Pending
hollytrevino,GB53TLTY27447913419677,American Express,4943214359595161,2025-01-12 08:14:25,Central,Travel,77085.16,INR,Debit Card,East Katherineside,Refund,January,Pending
cheryl40,GB22HYDU20215795613681,rupay,36841666087197,2025-09-24 14:57:43,BabyChakra,Travel,83216.41,INR,Debit Card,South Philipburgh,Refund,August,Pending
teresadean,GB93IAVX78286059271953,saphiro,4442856424035114,2025-08-14 05:44:11,Zivame,Health,97757.27,INR,Bank Transfer,Rodriguezfort,Refund,February,Pending
emily84,GB12EVTI23236426392715,VISA,4805666027155321,2025-06-19 09:37:07,Pepperfry,Grocery,92761.25,INR,Bank Transfer,Lake Tylerport,Purchase,July,Approved
lauradavis,GB44LUJV70547568738834,VISA,5497952533150331,2025-11-16 00:36:06,Decathlon India,Electronics,62969.41,INR,Bank Transfer,Port Phillip,Deposit,March,Reversed
terickson,GB38GLYT42869334209150,Maestro,676399092250,2025-08-10 14:32:27,DMart,Health,45243.18,INR,NEFT,Ronaldbury,Refund,July,Approved
ubell,GB13CRYE89455911195048,chhupay,4572868176868292858,2025-10-10 16:39:16,Metro Cash & Carry India,Clothing,35468.26,INR,Debit Card,Ashleychester,Withdrawal,January,Declined
zoconnor,GB63NVTB99997612217620,Mastercard,30253283120045,2025-01-08 16:52:54,Titan Company,Dining,59023.94,INR,RTGS,Lindaside,Deposit,July,Approved
cummingsjohn,GB18SLSV80608549194937,VISA,676188125311,2025-08-22 17:36:42,Amazon India,Travel,28114.31,INR,NEFT,Samuelside,Deposit,January,Declined
dennis51,GB97BORK67653305831439,VISA,3561444300520942,2025-12-29 17:17:53,Myntra,Travel,30493.67,INR,NEFT,West Michaelfurt,Withdrawal,October,Declined
davidsellers,GB33GRAT68144304174602,Mastercard,4715293364707093519,2025-06-05 04:51:52,Snapdeal,Grocery,90650.99,INR,Debit Card,West Christopher,Withdrawal,April,Reversed
dawn63,GB28BMFV76711824253888,Diners Club,346294068940297,2025-09-20 09:24:02,FirstCry,Health,12980.82,INR,Bank Transfer,East Douglas,Withdrawal,January,Reversed
jacksontravis,GB06UBKK24690973810996,VISA,4016640435320012,2025-08-24 10:11:32,Urban Ladder,Clothing,67183.19,INR,NEFT,Lake Seanfurt,Deposit,April,Approved
kjensen,GB41LQXO93505543574994,rupay,4518166121423,2025-11-07 16:59:00,Nilgiris,Travel,59524.56,INR,NEFT,Claytonmouth,Purchase,July,Reversed
mreyes,GB06ZPTM71905899977890,VISA,4021004971570,2025-06-06 15:05:52,Reliance Retail,Clothing,28494.55,INR,NEFT,Chambersmouth,Purchase,August,Declined
grahamderrick,GB69WWLR35622365196741,Mastercard,4919862025288809,2025-05-23 14:10:11,Nilgiris,Health,73645.76,INR,Credit Card,South Nathanfort,Deposit,November,Reversed
tadams,GB88YCYA64122893376447,VISA,4223982756841973376,2025-04-17 02:39:35,FirstCry,Travel,96748.33,INR,Debit Card,East Susan,Withdrawal,April,Reversed
ryan12,GB12CEOQ56751931982944,saphiro,3561881544843343,2025-10-06 21:45:10,Infiniti Retail Ltd,Travel,41541.90,INR,NEFT,West Savannahmouth,Deposit,July,Declined
dwalker,GB97GKTC26161953706912,chhupay,36805466659182,2025-07-15 08:44:10,Pepperfry,Clothing,14181.51,INR,RTGS,North Sandramouth,Deposit,August,Approved
woodswilliam,GB75VNKJ84753102655351,saphiro,6544131376565803,2025-08-26 14:25:43,Tata CLiQ,Dining,81844.22,INR,RTGS,Johnland,Deposit,March,Approved
sbender,GB08GNTK89657803574974,Maestro,4846784729552462,2025-07-09 00:14:39,JioMart,Health,67760.57,INR,Mobile Payment,Deborahport,Purchase,October,Declined
wardrobin,GB62WAPU86101751113047,amex,180048785121899,2025-02-04 08:24:22,Central,Grocery,66834.39,INR,NEFT,Alisonport,Purchase,February,Reversed
cmartin,GB90NQOX60475979843529,chhupay,30450215484289,2025-01-27 00:03:42,Myntra,Travel,10306.70,INR,NEFT,West David,Purchase,September,Reversed
ryoung,GB10MXPM81204121356253,VISA,4974969886658023893,2025-02-15 19:21:19,Marks & Spencer India,Grocery,87746.60,INR,UPI,South John,Purchase,July,Declined
morgankelly,GB35MXCA20912122263252,Discover,5542799677197932,2025-07-29 20:11:11,Urban Ladder,Clothing,87134.42,INR,UPI,South Douglastown,Refund,March,Pending
gutierrezwendy,GB24WCDA84892823068965,VISA,4251508156986,2025-03-16 09:26:55,Big Bazaar,Travel,33049.73,INR,NEFT,Michaelborough,Refund,November,Approved
cbrown,GB48OEQA99229742910889,VISA,38417749803278,2025-04-29 14:54:48,JioMart,Clothing,70365.16,INR,NEFT,North Justinfurt,Purchase,April,Reversed
jonesrodney,GB40OMCG71223302168434,VISA,6011025575767745,2025-09-28 00:44:11,Tata CLiQ,Health,60246.91,INR,UPI,Alexanderville,Purchase,March,Reversed
ginalong,GB16TCBD99074872289711,Discover,4033041467220792153,2025-09-18 05:56:46,Spencer’s Retail,Travel,52105.89,INR,Debit Card,Jessicaberg,Refund,April,Reversed
danielruiz,GB25JFFM98170306801972,Mastercard,2335267149582485,2025-07-14 08:08:13,Infiniti Retail Ltd,Health,1912.51,INR,Credit Card,Port Alisonland,Refund,October,Reversed
jkennedy,GB32LMVQ02617415196675,Diners Club,347022711472924,2025-12-17 00:28:58,Brand Factory,Dining,50233.35,INR,RTGS,Port Alyssamouth,Refund,March,Pending
jillpollard,GB19MXIF73850454845291,Diners Club,3500528572162385,2025-04-01 07:47:24,Future Group,Electronics,49259.54,INR,Mobile Payment,Brandontown,Deposit,June,Reversed
otran,GB88VRJR71091696341225,Discover,4441971833324156,2025-11-23 12:40:29,Nykaa,Grocery,62377.30,INR,Bank Transfer,West Mark,Purchase,March,Approved
davidsellers,GB19NIAZ51339356084319,Diners Club,4559014956742421,2025-10-29 22:34:27,CaratLane,Health,84347.06,INR,UPI,Wrightfort,Purchase,May,Approved
macdonaldcarmen,GB64IDTX16542724803225,VISA,583988703059,2025-11-06 23:08:59,Big Bazaar,Clothing,55295.68,INR,Bank Transfer,Cindyport,Refund,October,Pending
morenoshirley,GB81MLOG19031341156056,Diners Club,180032260886671,2025-03-14 11:31:13,Shoppers Stop,Dining,88530.49,INR,Mobile Payment,Port Briannaburgh,Purchase,November,Reversed
jenniferwilliams,GB61ONBT39214918683689,VISA,213130975037209,2025-12-19 22:10:43,BlueStone,Grocery,13279.02,INR,RTGS,Jennifertown,Purchase,February,Declined
annaking,GB32VUXT17252690256027,Diners Club,3584601799397214,2025-04-16 17:26:09,Zivame,Clothing,95436.38,INR,UPI,East Kimberlyville,Withdrawal,September,Declined
walkerlori,GB93XFCT15233613330958,American Express,4008313646667429113,2025-10-21 16:40:11,Future Group,Travel,24766.83,INR,Credit Card,Michaelfurt,Deposit,February,Reversed
jacob69,GB34ZKUI73064528450109,Mastercard,4840406283818614171,2025-04-03 14:10:11,Future Group,Dining,84489.09,INR,Bank Transfer,Lake Danielbury,Purchase,March,Reversed
fordanthony,GB33MBUT63539199337633,VISA,2252382685720388,2025-07-23 17:42:42,DMart,Clothing,48788.50,INR,RTGS,East Erica,Purchase,May,Declined
angela27,GB90TPTS26004989193316,chhupay,3542783552160095,2025-02-19 10:35:02,Aditya Birla Retai,Grocery,44957.85,INR,Mobile Payment,Nancybury,Refund,June,Pending
benjamin11,GB21CPZP40747836195580,Discover,4157560381227673,2025-07-11 20:30:15,Aditya Birla Retai,Electronics,2996.48,INR,UPI,Michelebury,Purchase,August,Reversed
barajasbrenda,GB26CBYS01385612365646,VISA,4858151232334306,2025-11-02 13:12:26,Metro Cash & Carry India,Electronics,44314.72,INR,RTGS,New Ryan,Refund,March,Pending
davidramirez,GB43SGDP87888004193944,Diners Club,4273029256723,2025-08-30 11:32:09,JioMart,Health,8146.73,INR,UPI,Orozcostad,Deposit,September,Approved
cbrown,GB93VHAM70187735423941,American Express,4433657988314478,2025-11-24 14:33:38,Metro Cash & Carry India,Clothing,60711.83,INR,Credit Card,South Jaredview,Deposit,December,Declined
johnsonstephanie,GB25JLUV97452375496369,Maestro,30332036409812,2025-07-20 11:00:00,Snapdeal,Dining,35189.29,INR,Credit Card,Matthewchester,Deposit,July,Reversed
david46,GB05BLQX76106907343033,Mastercard,4651135269624733593,2025-09-24 15:59:06,Meesho,Clothing,34938.66,INR,UPI,Coxside,Purchase,February,Approved
vargasralph,GB06TUFT29129395893014,Mastercard,2282993725488713,2025-01-29 14:48:31,Nilgiris,Clothing,17896.46,INR,Debit Card,Kathrynshire,Withdrawal,June,Approved
sarah54,GB56MNXU83773695411437,VISA,30421818419469,2025-11-28 03:53:26,Urban Ladder,Grocery,79204.78,INR,Credit Card,South Melinda,Deposit,October,Reversed
jamestaylor,GB44ZQFB63186005698334,saphiro,4413931768731647,2025-01-08 02:50:04,Tata CLiQ,Health,49899.07,INR,Debit Card,Holtville,Purchase,October,Reversed
nicholasschmidt,GB97DXIW24841411406695,VISA,6553335966542613,2025-10-21 23:10:06,Pantaloons,Grocery,33367.92,INR,Mobile Payment,Sanchezmouth,Purchase,May,Reversed
dscott,GB29SUKU29959588951999,amex,4077847057240194978,2025-01-06 14:16:34,Future Group,Clothing,47389.29,INR,UPI,Lake Jody,Deposit,April,Approved
johnpetty,GB06BNUY48973484377192,Discover,2299599877878113,2025-06-04 09:51:11,DMart,Health,52588.00,INR,Mobile Payment,South Ryanton,Refund,October,Reversed
laurenhanna,GB89KHJZ34441996314044,saphiro,6580924483322174,2025-07-31 06:58:48,Infiniti Retail Ltd,Health,36392.82,INR,Bank Transfer,Stevensfurt,Refund,May,Declined
dclarke,GB46JMJV29392998905989,VISA,3562591287390746,2025-06-25 18:30:55,Nilgiris,Health,69090.80,INR,Debit Card,Shannonberg,Purchase,October,Approved
anna23,GB25POJR45978119592655,VISA,2266061176287982,2025-07-13 11:20:56,Shoppers Stop,Clothing,15909.38,INR,Mobile Payment,Lake Jordanborough,Deposit,April,Approved
ocarr,GB84IQXL10663168650140,Discover,213162009162331,2025-08-28 22:51:30,Infiniti Retail Ltd,Dining,18374.34,INR,Credit Card,Collinsshire,Refund,September,Pending
craig02,GB59RBUB96229903909539,VISA,3585360596750690,2025-06-29 14:17:19,Pantaloons,Travel,9865.08,INR,Bank Transfer,Evansview,Deposit,July,Reversed
tinafoster,GB02KXYC99789656733239,American Express,4167434698151000,2025-10-03 15:16:27,Nilgiris,Clothing,99506.54,INR,UPI,Nicholsonshire,Withdrawal,June,Declined
brian61,GB57IMIH85966188341391,amex,213148116177973,2025-10-16 18:58:14,Marks & Spencer India,Travel,42594.57,INR,Credit Card,Tanyafurt,Refund,January,Reversed
sbullock,GB51DPSD24593634482910,Mastercard,3573033868403371,2025-06-23 11:30:37,Westside,Clothing,75390.99,INR,RTGS,Timothyton,Withdrawal,August,Reversed
victoria88,GB19RATU20909482877976,American Express,348798145069548,2025-05-16 00:42:49,Foodhall,Electronics,43173.15,INR,UPI,Port Angelaberg,Purchase,December,Reversed
kevin51,GB24JDUN13623950889530,Discover,4169226622743,2025-07-04 14:17:08,Fabindia,Electronics,43638.54,INR,Bank Transfer,Buchananport,Refund,October,Reversed
ashley84,GB42SNQB30682160857256,Diners Club,4205176993043788,2025-02-22 08:44:37,DMart,Health,20040.22,INR,Mobile Payment,Davisland,Withdrawal,September,Reversed
montgomeryamanda,GB32PTXA84484192738852,VISA,2665729847070386,2025-09-20 01:51:21,Foodhall,Electronics,14381.01,INR,Debit Card,West Jaimeside,Refund,November,Reversed
kelly35,GB62HDRO80495178222950,Diners Club,4306246711967697,2025-01-27 21:38:14,Zivame,Electronics,36250.79,INR,Debit Card,Lake Shawnview,Refund,August,Pending
michael87,GB28YPRJ69891450788692,Diners Club,4813365390831309,2025-10-15 07:21:55,Lenskart,Clothing,9669.14,INR,Bank Transfer,Kristintown,Refund,January,Reversed
ayalanicole,GB88DMSV51020035691820,VISA,343451787304618,2025-09-11 23:51:21,Reliance Digital,Travel,16068.80,INR,NEFT,Lake Jameston,Refund,September,Reversed
yolandabailey,GB43JBEV71653533071027,rupay,6546948701950279,2025-10-21 06:16:22,Titan Company,Electronics,12118.12,INR,Debit Card,North Royborough,Deposit,October,Approved
tonya60,GB31YVHB26443823510600,American Express,180057377116639,2025-09-25 05:00:21,Titan Company,Dining,83284.91,INR,NEFT,Robertoshire,Withdrawal,August,Approved
deannahill,GB23WTLK04968389191807,Maestro,4846784729552462,2025-12-20 14:43:05,Snapdeal,Travel,63971.02,INR,UPI,New Nichole,Withdrawal,February,Reversed
wholmes,GB64JBRD91629395699601,saphiro,3534615725055341,2025-10-22 01:04:55,HyperCity,Grocery,13273.72,INR,Mobile Payment,East Rebeccachester,Refund,July,Pending
brandon30,GB10MHWE72470714976754,Maestro,3509831515197521,2025-07-10 08:28:42,Flipkart,Clothing,75084.46,INR,Credit Card,Port Justintown,Withdrawal,August,Approved
ycollins,GB97RFIR05990234903194,chhupay,5560942060824004,2025-10-13 19:59:49,BlueStone,Grocery,66901.45,INR,UPI,Victoriamouth,Purchase,January,Declined
markgarrett,GB64VEXO73895649771644,Discover,2713349375692113,2025-11-26 12:19:53,BigBasket,Clothing,24512.04,INR,RTGS,Tonystad,Purchase,October,Reversed
christina13,GB66TRDT94135153528163,VISA,502069015340,2025-01-28 05:10:30,Aditya Birla Retai,Travel,59368.60,INR,Mobile Payment,West Brittneytown,Purchase,April,Pending
iburton,GB14RMXQ22369878512729,Diners Club,503893010762,2025-03-22 21:41:11,Future Group,Electronics,83034.41,INR,Bank Transfer,Campbellside,Withdrawal,December,Pending
nmartin,GB16EIPE54158287545294,VISA,3509486549067248,2025-07-12 03:10:33,Lenskart,Grocery,52777.65,INR,UPI,East Craig,Withdrawal,February,Reversed
brian58,GB66QFWW19160618806548,Diners Club,4746451398195516196,2025-08-13 19:03:32,Marks & Spencer India,Dining,4490.44,INR,RTGS,East Brent,Refund,August,Declined
allenlauren,GB31GZDD85084135539435,Diners Club,4088511149115,2025-10-13 16:46:44,ShopClues,Grocery,33245.07,INR,Bank Transfer,Danielsport,Purchase,January,Pending
kevin39,GB82CPXB14586086015277,American Express,340352713682106,2025-08-01 08:54:41,IKEA India,Health,23033.71,INR,NEFT,Williamchester,Refund,August,Declined
